signal,sharpe,ann_return,ann_vol,max_dd,turnover,cost_drag,financing,placebo_mean,placebo_sd,p_value,z_vs_placebo
structure_model,-1.698631306871174,-0.056465711997186696,0.0332418882006801,-0.3691711095341538,1700.1402902939144,0.08613474010940872,0.12300177020519806,-2.684335505510051,0.23136466318369148,0.024390243902439025,4.260392166526654
structure_carry,-0.879535864347747,-0.015476037477544157,0.01759568666255696,-0.12283595827771598,165.84188856560257,0.008631771800085059,0.005126968539007316,-0.6779705294764747,0.267258893775433,0.7804878048780488,-0.754195050439143
