signal,sharpe,ann_return,ann_vol,max_dd,turnover,cost_drag,financing,placebo_mean,placebo_sd,p_value,z_vs_placebo
structure_model,0.04288458088725699,0.001357923078204234,0.031664599492628745,-0.0404266285139393,41.61237740871993,0.003116001236661527,0.28395072002199784,-0.12229340526153092,0.23411081356552663,0.2682926829268293,0.705554705624716
structure_carry,-0.32169953069518165,-0.005490846109542298,0.017068244077561346,-0.07109766990850486,19.28848241848504,0.0012909694730313423,0.043941341074065124,-0.16344973265677565,0.2835218602110297,0.7317073170731707,-0.5581573072376791
