arm,sharpe,ann_return,ann_vol,max_dd,financing,turnover,placebo_mean,p_value
static long duration,0.2360301385705614,0.01180740496392279,0.0500249884842268,-0.20496790419702837,0.02011600715663985,0.41801820963000236,,
tp_timed,-0.40344055179945454,-0.020211456120216964,0.050097730706713486,-0.4684777761342934,0.004896569887663408,5.078207190589351,-0.3475485037711873,0.6829268292682927
tp_binary,-0.3469120154573075,-0.01739105436711715,0.050131023407165236,-0.4232310138906319,0.007730338857336615,5.482429999705483,-0.2920870974484786,0.6829268292682927
