target,horizon,n_oos,ic,sharpe,ann_return,ann_vol,max_dd,turnover,financing,placebo_mean,placebo_sd,placebo_max,beat_by,p_value,z_vs_placebo,seconds
total_return,1,2016,0.023476721104827562,0.23824718191835187,0.007148748848489061,0.03000559667034787,-0.04500986476494695,10.661437478146023,9.225804263065149e-18,-0.04557154023349929,0.30822428318378847,0.6755679863774576,7,0.1951219512195122,0.9208188245914917,5.7
total_return,5,2016,-0.04601508198138127,0.47050482480566574,0.01411470948861115,0.02999907491796922,-0.05474954298054502,16.398592949927814,6.557979759236333e-19,-0.1472397967044378,0.233423677470162,0.3368773487144175,0,0.024390243902439025,2.6464522717026786,5.2
total_return,21,2016,-0.13160867434252108,-0.21377878546696585,-0.006412156989341766,0.029994355966310813,-0.11372703583691457,9.49090344500845,1.1157259551610979e-17,-0.04895654364720496,0.24895888644601585,0.423623679187983,30,0.7560975609756098,-0.6620460276500348,5.7
relative_return,1,2016,0.02380482505616904,-0.29033662130827176,-0.008717432715725417,0.030025260597317062,-0.11688910326508894,15.841544636353882,-2.122991241372397e-18,-0.16528159655447774,0.22703424693197732,0.21323615746198243,27,0.6829268292682927,-0.5508200918747834,5.3
relative_return,5,2016,-0.0558971408044172,0.03431718561562373,0.001030011778388427,0.03001445951673523,-0.05498537357497735,7.667036413823704,-3.412518378493384e-19,-0.1309778213270441,0.26685078471728774,0.3042516056294393,11,0.2926829268292683,0.6194285960889638,5.2
relative_return,21,2016,-0.151003944290676,0.32718271222153406,0.009812478838287751,0.029990823083720152,-0.04729483670416912,7.981130509371514,-5.770855245322714e-18,-0.12337937576865074,0.26457485361547156,0.41013374640943856,1,0.04878048780487805,1.7029664075521849,5.1
